question_text,Subject,grade,chapter,question_id,total_attempt,3PL,learning_unit,learning_objective,competency_score,competency_score_range,Bloom_tag,Predicted_competency_score_range
Observe the image and identify the object/s that is/are not made up of a single material.,Chemistry,6,Sorting Materials into Groups ,8162,12,-1.6094379124341,Nature of objects around us at material level and grouping of materials,default,0.833333333333333,80-90%,Analyse,60-70%
Which of the following is a direct effect of forest depletion?,EVS,7,Forest - our lifeline,6809,6,-1.6094379124341,Definition of deforestation and its consequences,Students will apply knowledge of malnutrition and obesity to identify healthy and unhealthy food choices.,0.833333333333333,40-50%,Apply,80-90%
Which of the following is a direct effect of forest depletion?,EVS,7,Forest - our lifeline,6809,6,-1.6094379124341,Definition of deforestation and its consequences,Students will apply knowledge of malnutrition and obesity to identify healthy and unhealthy food choices.,0.833333333333333,80-90%,Apply,80-90%
Which of the following is a direct effect of forest depletion?,EVS,7,Forest - our lifeline,6809,6,-1.6094379124341,Definition of deforestation and its consequences,Students will summarize the causes and effects of malnutrition and obesity.,0.833333333333333,40-50%,Understand,40-50%
Which of the following is a direct effect of forest depletion?,EVS,7,Forest - our lifeline,6809,6,-1.6094379124341,Definition of deforestation and its consequences,Students will recall the definitions of malnutrition and obesity.,0.833333333333333,50-60%,Remember,50-60%
Which of the following forest products is correctly matched with its uses?,EVS,7,Forest - our lifeline,6734,6,-1.6094379124341,Importance of Forests,Students will recall the definitions of malnutrition and obesity.,0.833333333333333,80-90%,Remember,80-90%
Which of the following forest products is correctly matched with its uses?,EVS,7,Forest - our lifeline,6734,6,-1.6094379124341,Importance of Forests,"Analyze the nutritional content and benefits of using different plants and animals-based food sources in a diet, comparing the advantages and disadvantages of each.",0.833333333333333,90-100%,Analyse,90-100%
"In areas where sewerage infrastructure is inadequate or absent, untreated human waste often ends up in water bodies or is openly disposed of, resulting in unsanitary conditions. Why is it essential to give top priority to maintaining sanitation in such regions?",EVS,7,Waste water story,16411,12,-1.6094379124341,Importance of drainage system and sanitization,"Construct a list of meals or dishes that showcase different food ingredients, demonstrating an understanding of how diverse ingredients can be used in cooking.",0.833333333333333,80-90%,Apply,80-90%
"A steel spoon and a wooden spoon are used to stir a pot of hot soup. After a few minutes , the steel spoon feels hotter than the wooden spoon. Select the option that gives the best explanation for this observation? ",Physics,7,Heat,916,18,-1.6094379124341,Application of heat conduction,"Identify and name a diverse range of food ingredients from various categories, including grains, fruits, vegetables, dairy, honey, etc.",0.833333333333333,80-90%,Remember,80-90%
"A student experiments by filling a beaker with cold water. He then added a small amount of copper sulphate to the cold water and placed it over a burner. After some time, he observes that the colour of the water turns blue. What conclusion can be drawn about the convection of heat in water based on these observations and the activity conducted?",Physics,7,Heat,14311,6,-1.6094379124341,Process of convection,Demonstrate functions of a typical plant's stem.,0.833333333333333,80-90%,Apply,80-90%
Choose the odd one out from the given options in terms of hot and cold objects.,Physics,7,Heat,1989,6,-1.6094379124341,Sense of touch as temperature sensor,"Compare adaptations of storage, support, and food-manufacturing stem modifications, considering their unique traits.",0.833333333333333,80-90%,Analyse,60-70%
The image below shows different parts of a simple pendulum.Based on the image Mayank made different statements regarding different parts of the pendulum which are as follows.Which statement(s) is/are correct?,Physics,7,Motion and time,16578,6,-1.6094379124341,Definition and Parts of a Simple Pendulum,Students will identify adaptations used by various prey and predators.,0.833333333333333,80-90%,Remember,40-50%
A person runs on a racing track at 3.5 m/s. How far can he run in 40 seconds?,Physics,7,Motion and time,3329,6,-1.6094379124341,Calculation of Distance using Formula of Speed,"Students will identify adaptations of various aquatic plants, animals, and frogs.",0.833333333333333,80-90%,Remember,80-90%
Which of the following feeding modes involves using a straw-like structure to extract liquid food?,Biology,7,Nutrition in animals,9479,6,-1.6094379124341,"Ingestion, filter feeding, suction feeding, and phagocytosis","Students will identify handpicking, threshing, winnowing, and sieving as methods of separating substances.",0.833333333333333,80-90%,Remember,80-90%
Match the animals in Column I with their mode of feeding in Column II.,Biology,7,Nutrition in animals,9446,6,-1.6094379124341,"Ingestion, filter feeding, suction feeding, and phagocytosis",Students will describe the principle behind each method of separation.,0.833333333333333,80-90%,Understand,80-90%
Match the animals in Column I with their mode of feeding in Column II.,Biology,7,Nutrition in animals,9446,6,-1.6094379124341,"Ingestion, filter feeding, suction feeding, and phagocytosis",Students will describe the principle behind each method of separation.,0.833333333333333,70-80%,Understand,80-90%
Match the animals in Column I with their mode of feeding in Column II.,Biology,7,Nutrition in animals,9446,6,-1.6094379124341,"Ingestion, filter feeding, suction feeding, and phagocytosis","Students will identify handpicking, threshing, winnowing, and sieving as methods of separating substances.",0.833333333333333,80-90%,Remember,80-90%
Match the animals in Column I with their mode of feeding in Column II.,Biology,7,Nutrition in animals,9446,6,-1.6094379124341,"Ingestion, filter feeding, suction feeding, and phagocytosis","Students will identify handpicking, threshing, winnowing, and sieving as methods of separating substances.",0.833333333333333,80-90%,Remember,80-90%
Match the animals in Column I with their mode of feeding in Column II.,Biology,7,Nutrition in animals,9446,6,-1.6094379124341,"Ingestion, filter feeding, suction feeding, and phagocytosis","Students will identify handpicking, threshing, winnowing, and sieving as methods of separating substances.",0.833333333333333,90-100%,Remember,80-90%
What is the primary role of the liver in the digestion process?,Biology,7,Nutrition in animals,9854,12,-1.6094379124341,"Function of Secretions from Liver, Pancreas, and Small Intestine",Comprehend the rationale behind using multiple methods of separation in tandem and explain how their combination enhances the separation process.,0.833333333333333,80-90%,Understand,80-90%
Which of the following organisms do not make their own food?      ,Biology,7,Nutrition in plants,9404,6,-1.6094379124341,Definition of Nutrition.,Differentiate between objects made of a single material and those composed of multiple materials.,0.833333333333333,80-90%,Understand,80-90%
Photosynthetic equation is given below.    What is the relationship between X and Y?,Biology,7,Nutrition in plants,9717,6,-1.6094379124341,"Elements in the Photosynthesis(stomata, vessels, pigments)",Explain how the property of hardness or softness can be used to categorize and group materials.,0.833333333333333,80-90%,Understand,80-90%
Fill in the blank with the correct option:_____________ plants rely on the food prepared by other plants.,Biology,7,Nutrition in plants,9512,6,-1.6094379124341,"Autotrophic, Heterotrophic, Parasitic, and Insectivorous plants
",Apply your understanding to identify specific instances where the solubility of gases in water affects natural processes or human practices.,0.833333333333333,80-90%,Apply,80-90%
Sonam went to her village during the summer break. She visits the farm where her grandfather works. She asks a few basic questions to her grandfather related to how soil gets replenished. The table shows some of the questions asked by Sonam and the responses given by her grandfather.Which response made by Sonam’s grandfather is incorrect?,Biology,7,Nutrition in plants,13910,6,-1.6094379124341,Different types of soil replenishment methods,List the main components of a sewage transport system.,0.833333333333333,80-90%,Remember,80-90%
Which of the following is not a vegetative part of a plant?,Biology,7,Reproduction in plants,7838,6,-1.6094379124341,Definition of reproduction in plants,Design a simple flowchart illustrating the sequence of stages in a wastewater treatment plant.,0.833333333333333,80-90%,Apply,80-90%
"Surya, a student in class VII, has learned properties of bases. Which test tubes should he select for his experiment involving bases, among the four test tubes containing solutions as shown below?",Chemistry,7,Acids bases and salts,14172,6,-1.6094379124341,Definition of bases,Evaluate the significance of Newton's disc experiment in understanding the nature of light and color spectrum.,0.833333333333333,80-90%,Analyse,80-90%
The teacher instructed the students to brainstorm about the criteria for a substance to be an indicator. The students provided the following criteria.Which student gave the correct answer?,Chemistry,7,Acids bases and salts,14195,18,-1.6094379124341,Definition of indicators,Define speed and average speed.,0.833333333333333,80-90%,Remember,40-50%
Which of the following diseases can develop due to being exposed to noise pollution for a long time?,Physics,8,Sound,19586,12,-1.6094379124341,Effects of noise pollution on human health,Explain the properties that differentiate bases from other substances.,0.833333333333333,80-90%,Understand,80-90%
Arjun is eager to experience the beauty of wheat fields and plans his visit accordingly. In which season will he be able to witness the lush wheat fields and why?,Biology,8,Crop production and management,10300,6,-1.6094379124341,"Definition of Broad Cropping Patterns in India
",Define crystallisation and crystallisation as a physical process with various examples.,0.833333333333333,80-90%,Remember,80-90%
Identify the row that incorrectly describes the usage of different petroleum products.,EVS,8,Coal and petroleum,12986,6,-1.6094379124341,Refining of Petroleum,"Identify the main categories of musical instruments: string, wind, and percussion.",0.833333333333333,80-90%,Remember,80-90%
Identify the row that incorrectly describes the usage of different petroleum products.,EVS,8,Coal and petroleum,12986,6,-1.6094379124341,Refining of Petroleum,Demonstrate an understanding of how the tension in vocal cords can be adjusted to produce different pitches of sound.,0.833333333333333,20-30%,Apply,80-90%
Which of the following is not a bathroom use of water?,Science,7,Waste water story,8445,6,-1.6094379124341,Various uses of clean water,"Given a set of crops, classify them into Rabi or Kharif categories based on their growth requirements and suitable planting seasons.",0.833333333333333,80-90%,Apply,50-60%
"Jenna has saved ₹ 2198.56 to buy a new phone. However, she spent ₹ 834.28 on other expenses. Later, Jenna received a gift of ₹ 522.34 from her friend. How much money does Jenna have for buying the phone?",Mathematics,6,Decimals,5313,6,-1.6094379124341,Mixed operation of addition and subtraction of three or more decimal numbers,Students will apply their understanding by determining the most suitable irrigation method for a given crop and soil type in a hypothetical farming scenario.,0.833333333333333,80-90%,Apply,80-90%
"A group of students took a science test, and their scores were 90, 80, 75, 85, 70, 90, and 91. Based on the given observations, which one of the following options is incorrect?",Mathematics,7,Data Handling,4905,6,-1.6094379124341,"Comparison of mean, median, and mode for a set of data",Use a microscope to observe microorganisms.,0.833333333333333,80-90%,Apply,20-30%
"The sum of 56,67,449 and 87,515 is _________________. ",Mathematics,6,Knowing our numbers,13570,12,-1.6094379124341,Addition of large whole numbers (5-9 digit numbers),"Recall the roles of specific microbes in the fermentation processes for curd, bread, and alcohol.",0.833333333333333,80-90%,Remember,80-90%
"If n || m, and p is the transverse, then what is the value of  ∠A ?",Mathematics,7,Lines and Angles,3489,6,-1.6094379124341,Angles made by transversal - Alternate interior angles,"Apply your knowledge of cell parts to differentiate between cells with cell walls and those without, and explain the functional significance of cell walls in different types of cells, such as plant cells, fungal cells, and bacterial cells.",0.833333333333333,80-90%,Apply,20-30%
"In the figure shown below, p ∥ q and r is a transversal.If ∠5 : ∠6 = 5 :7, what are the measures of ∠5 and ∠6?",Mathematics,7,Lines and Angles,22404,6,-1.6094379124341,Angles made by transversal - Interior angles on the same side of the transversal,Students will be able to identify examples of deforestation in local or global contexts and associate them with their respective natural or man-made causes.,0.833333333333333,80-90%,Apply,80-90%
What is the maximum value of temperature which can be recorded on a clinical thermometer?,Physics,7,Heat,2012,6,-1.6094379124341,Physical Components of a Clinical thermometer,"Explain how budding works, detailing the process by which a new organism develops as an outgrowth from the parent organism.",0.833333333333333,80-90%,Understand,80-90%
Which one of these is not a part of a leaf?,Biology,6,Getting to know plants ,1691,12,-1.6094379124341,Plant's leaf structure and venation pattern,"Recall the definition of a sector of a circle and its key components, including the central angle and radius.",0.833333333333333,80-90%,Remember,80-90%
The number of books sold by a shopkeeper during a week is given below.Which bar graph correctly displays the given data?,Mathematics,6,Data Handling,4913,17,-1.54044504094714,Construction of bar graphs (horizontal and vertical),"Examine the positions of decimal numbers on a number line, discussing which is greater and why based on their positions.",0.823529411764705,80-90%,Analyse,80-90%
Which of the following objects is made up of single material only?CarPenTowelGuitar,Chemistry,6,Sorting Materials into Groups ,883,17,-1.54044504094714,Nature of objects around us at material level and grouping of materials,Explain how muscles work together with bones to create movement.,0.823529411764705,80-90%,Understand,60-70%
Which of the following examples best illustrates the force resulting from the interaction between two objects?,Physics,8,Force and pressure,12233,17,-1.54044504094714,Force due to the interaction between two objects,Students will explain the concept of rumination and its purpose in the digestion of cud-chewing animals.,0.823529411764705,80-90%,Understand,80-90%
The diagram shows two types of reproduction in animals.Select the correct option.,Biology,8,Reproduction in Animals,12330,17,-1.54044504094714,"Binary fission and budding in animals
",Recall the definition of atmospheric pressure.,0.823529411764705,80-90%,Remember,80-90%
The diagram shows two types of reproduction in animals.Select the correct option.,Biology,8,Reproduction in Animals,12330,17,-1.54044504094714,"Binary fission and budding in animals
",Recall the definition of atmospheric pressure.,0.823529411764705,80-90%,Remember,80-90%
The diagram shows two types of reproduction in animals.Select the correct option.,Biology,8,Reproduction in Animals,12330,17,-1.54044504094714,"Binary fission and budding in animals
",Recall the definition of atmospheric pressure.,0.823529411764705,80-90%,Remember,80-90%
Sunita was testing a food item. She took the sample in a test tube and added iodine solution to it. Her observation led her to infer that the food item contains carbohydrates. What must be her observation? ,Biology,6,Components of Food ,565,17,-1.54044504094714,Definition of carbohydrates and its qualitative tests.,Identify examples where subtraction of whole numbers demonstrates the non-commutativity.,0.823529411764705,80-90%,Apply,80-90%
Rohan is using a number line to solve a mathematical problem. Interpret the operation and choose the correct number equation for the following.,Mathematics,6,Whole numbers,2649,11,-1.50407739677627,Subtraction of whole numbers on number line,Explain how the concept of adding whole numbers on a number line involves finding the sum between their individual values.,0.818181818181818,80-90%,Understand,80-90%
Which of the following is a composite number?,Mathematics,6,Playing with numbers,17034,11,-1.50407739677627,Composite number,"Use the key methods (like trial division, sieve of eratosthenes, prime factorisation) to determine if a number is prime.",0.818181818181818,80-90%,Understand,80-90%
The total number of straight edges in a circle is ___.,Mathematics,6,Basic geometrical ideas,22112,11,-1.50407739677627,Definition of circle,Find the side opposite to a given vertex/angle of a triangle and the angle/vertex opposite to a given side of a triangle.,0.818181818181818,80-90%,Understand,80-90%
"The hand of a clock starts at 12 and goes round until it reaches at 12 again, what type of angle will it form? ",Mathematics,6,Understanding Elementary Shapes,20000,11,-1.50407739677627,Definition of a complete angle,"Define the terms face, edge, and vertex in the context of three-dimensional shape-cube.",0.818181818181818,80-90%,Remember,80-90%
Turning by how many right angles in the same direction makes a complete angle?,Mathematics,6,Understanding Elementary Shapes,21278,11,-1.50407739677627,Definition of a complete angle,Use perpendicular bisector properties to calculate line segment lengths in geometric figures,0.818181818181818,80-90%,Analyse,80-90%
"From the figures below, identify the right-angled triangles.",Mathematics,6,Understanding Elementary Shapes,23272,11,-1.50407739677627,Definition of a right triangle,"Identify and count the number of faces, edges, and vertices of three-dimensional shape-cuboid",0.818181818181818,80-90%,Understand,80-90%
What is the successor of the number  − 508?,Mathematics,6,Integers,20839,11,-1.50407739677627,Successor of integers,Define integers and their characteristics.,0.818181818181818,80-90%,Remember,80-90%
Consider the bar graph: Which state has a minimum temperature?,Mathematics,6,Data Handling,5477,11,-1.50407739677627,Interpretation of bar graphs (horizontal and vertical),Define the place value system in decimal numbers and identify the role of each digit's position.,0.818181818181818,80-90%,Remember,30-40%
"The product of two numbers is 9.540. If one of the numbers is 4, find the other number.",Mathematics,7,Fractions and Decimals,5178,11,-1.50407739677627,Division of a decimal number by a whole number,List the rules deduced from multiplication of integers for dividing integers with like and unlike signs.,0.818181818181818,80-90%,Remember,80-90%
Write the missing value? 2.89 ÷ ?  = 0.17,Mathematics,7,Fractions and Decimals,732,11,-1.50407739677627,Division of a decimal number by another decimal number,Explain why division of 0 by any non-zero integer results in 0.,0.818181818181818,80-90%,Understand,80-90%
"A data set is shown below.
2, 3, 4, 2, 4, 1, 4, 0, 4, 6, 7, 4.
The frequency of 4 in the given data set is _____.",Mathematics,7,Data Handling,18309,11,-1.50407739677627,Definition of frequency in data,Calculate the quotient by dividing a decimal number by multiples of 10.,0.818181818181818,80-90%,Apply,80-90%
"If ∠1 + ∠2 = 180°, which of these statement is true? Option 1: Lines p and q are perpendicular. Option 2: Lines p and q are parallel. Option 3: Lines p and t are parallel. Option 4: Lines q and t are parallel.",Mathematics,7,Lines and Angles,1234,11,-1.50407739677627,Check for lines parallel to a given line,Apply trial and error method to solve simple equations.,0.818181818181818,80-90%,Apply,80-90%
"When a rational number is added to its additive inverse, the result is ______.",Mathematics,7,Rational Numbers,22536,11,-1.50407739677627,Additive inverse of rational number,"Explain the relationship between fractions, percentages, and their role in comparing quantities and proportions.",0.818181818181818,80-90%,Understand,80-90%
Which of the following expressions is equal to the product of 4p and (−5q + 6)?,Mathematics,8,Algebraic expressions and identities,19554,11,-1.50407739677627,Multiplication of monomial by binomial,"Explain how linear equations in one variable are used to model and solve problems in different scenarios, such as calculating ages, finding unknown numbers, determining perimeters and handling currency notes.",0.818181818181818,80-90%,Understand,30-40%
"Observe the given figure,
                
Which of the given statement(s) is/are correct?",Mathematics,8,Understanding Quadrilaterals,10844,11,-1.50407739677627,Properties of trapezium,Calculate the square of numbers.,0.818181818181818,80-90%,Apply,80-90%
The odometer of a new vehicle reads 45. What does it indicate?   ,Physics,7,Motion and time,3211,11,-1.50407739677627,Speed Measuring Devices in Vehicles,Students will examine different organisms to identify and analyze these fundamental characteristics in action.,0.818181818181818,80-90%,Analyse,70-80%
The odometer of a new vehicle reads 45. What does it indicate?   ,Physics,7,Motion and time,3211,11,-1.50407739677627,Speed Measuring Devices in Vehicles,Students will examine different organisms to identify and analyze these fundamental characteristics in action.,0.818181818181818,70-80%,Analyse,70-80%
"The table lists some scenariosIn which scenarios, do the objects experience drag and why?",Physics,8,Friction ,12407,11,-1.50407739677627,Definition of fluid friction,"Students will define cellular respiration, and identify the basic processes involved in aerobic and anaerobic cellular respiration.",0.818181818181818,80-90%,Remember,80-90%
Observe the image carefully. Why is it difficult  to ride a bicycle on a mud road as compared to a paved road?,Physics,8,Friction ,13849,11,-1.50407739677627,Interlocking between two surfaces as a cause of friction,Default,0.818181818181818,80-90%,Apply,80-90%
The table shows climatic data of an area:Which crop can be sown in such conditions?,Biology,8,Crop production and management,10298,11,-1.50407739677627,"Definition of Broad Cropping Patterns in India
",Define crystallisation and crystallisation as a physical process with various examples.,0.818181818181818,80-90%,Remember,10-20%
The table shows climatic data of an area:Which crop can be sown in such conditions?,Biology,8,Crop production and management,10298,11,-1.50407739677627,"Definition of Broad Cropping Patterns in India
",Define crystallisation and crystallisation as a physical process with various examples.,0.818181818181818,10-20%,Remember,10-20%
Where does the zygote form in the human female?,Biology,8,Reproduction in Animals,12284,11,-1.50407739677627,Basics of fertilisation and post-fertilisation events in humans,Paraphrase the concept of atmospheric pressure in one's own words.,0.818181818181818,80-90%,Understand,80-90%
A top view of a cake is shown below.What would a sector represent?,Mathematics,6,Basic geometrical ideas,21848,11,-1.50407739677627,Sector of a circle,Students will describe the differences in the reproductive processes of oviparous and viviparous animals.,0.818181818181818,80-90%,Understand,80-90%
What tool is commonly used to measure the length of a line segment?,Mathematics,6,Understanding Elementary Shapes,17669,11,-1.50407739677627,Measurement of length of line segments using ruler,Analyze the effectiveness of different fire control methods in various situations.,0.818181818181818,80-90%,Analyse,80-90%
Which of the following statements is correct about a magnet broken into two pieces?,Physics,6,Fun with magnets ,7512,11,-1.50407739677627,Identification of poles of different magnets,"Explain the concept of division, including the dividend, divisor, quotient, and remainder.",0.818181818181818,80-90%,Understand,40-50%
Find the product of all the factors of 50.    ,Mathematics,6,Playing with numbers,1093,16,-1.46633706879342,Factor of number,Explain factors as numbers that divide another number without leaving a remainder.,0.8125,80-90%,Understand,80-90%
"
Complete the following statement.
If we move to the left from zero on the number line, the numbers we get are ________.
",Mathematics,6,Integers,20939,16,-1.46633706879342,Definition of negative numbers,Apply knowledge of random experiments to identify real-world situations or examples that fit the definition of a random experiment.,0.8125,80-90%,Apply,80-90%
"For an activity, a student identified different scenarios where various objects exhibit the same type of motion:How is the motion of these objects similar?",Physics,6,Motion and Measurement ,16258,16,-1.46633706879342,Understanding the Basics of Oscillatory Motion,Explain the concept of lateral surface area of a cuboid.,0.8125,90-100%,Understand,90-100%
"For an activity, a student identified different scenarios where various objects exhibit the same type of motion:How is the motion of these objects similar?",Physics,6,Motion and Measurement ,16258,16,-1.46633706879342,Understanding the Basics of Oscillatory Motion,Explain the concept of lateral surface area of a cube.,0.8125,60-70%,Understand,90-100%
"For an activity, a student identified different scenarios where various objects exhibit the same type of motion:How is the motion of these objects similar?",Physics,6,Motion and Measurement ,16258,16,-1.46633706879342,Understanding the Basics of Oscillatory Motion,Apply the formula to find the total surface area of a cube with given dimensions.,0.8125,80-90%,Apply,80-90%
Match the deficient nutrients in the column I with their symptoms in the column II,Biology,6,Components of Food ,495,16,-1.46633706879342,Definition of deficiency diseases,List properties of regular and irregular polygons.,0.8125,80-90%,Remember,80-90%
"Radha’s mom made khichdi for dinner which had rice, arhar dal, tomatoes, onions and green chillies. Radhi hates green chillies. Which technique is most suitable for this separation?",Chemistry,6,Separation of Substances,4307,16,-1.46633706879342,Using more than one method of separation,"Explain how different joints provide varying degrees of mobility, influencing the range of motion in body parts.",0.8125,80-90%,Understand,80-90%
"When a spoonful of coffee is added to water, what happens to the size of the coffee granules?",Chemistry,6,Sorting Materials into Groups ,8183,16,-1.46633706879342,Properties of materials-Solubility in water,Students will list the major types of nutrients and their primary sources in food.,0.8125,80-90%,Remember,80-90%
A student records the temperature of three different liquids and records them in a table.Which of the following statements correctly compares the temperature of the liquids? ,Physics,7,Heat,14356,16,-1.46633706879342,Definition and units of temperature,Apply the understanding of different plant parts in various real-life plant specimens.,0.8125,80-90%,Apply,80-90%
"A group of students presented a model of a simple pendulum to the class teacher. The image shows the model.



Which part should the students change if the teacher asked them to use a metallic bob?
",Physics,7,Motion and time,16175,16,-1.46633706879342,Definition and Parts of a Simple Pendulum,Students will analyze the relationship between water properties and the adaptations of aquatic life and frogs.,0.8125,80-90%,Analyse,80-90%
A car is moving on a highway and its speedometer is showing a reading of 60 km/h. The driver increases the speed of the car by 40 km/h. What will be the new reading of the speedometer?,Physics,7,Motion and time,16126,16,-1.46633706879342,Speed Measuring Devices in Vehicles,Students will interpret the roles of different biotic components within an ecosystem.,0.8125,80-90%,Understand,80-90%
"Rohan is a class 7th student. He learns about the process of cellular respiration and its two types from his school’s textbook. Based on his learnings, he makes the following table listing the differences between the two types of cellular respiration.He showed this table to Archana, his sister who claims that cellular respiration type 1 is anaerobic respiration, while cellular respiration type 2 is aerobic respiration. Does Archana make the claim correct?",Biology,7,Respiration in Organisms,18822,16,-1.46633706879342,"Introduction to cellular, aerobic and anaerobic respiration",Compare the relationships and distinctions between the different temperature units.,0.8125,80-90%,Analyse,80-90%
"During playtime, Rohan keeps having sneezes. His teacher says sneezing is a good thing. Do you think Rohan's teacher is right?",Biology,7,Respiration in Organisms,18800,16,-1.46633706879342,Significance of Sneezing during breathing,Categorise the objects in the surroundings as hot and cold.,0.8125,80-90%,Remember,80-90%
Fill in the blanks with the correct option.A physical change like 1)                 is 2)                 in nature.,Chemistry,7,Physical and chemical changes,3857,16,-1.46633706879342,Introduction to Physical Changes,"Analyze the sequential flow of food through the human digestive system, identifying the key processes that occur at each stage and how the various parts work in harmony.",0.8125,80-90%,Analyse,80-90%
Is it advisable to use a clinical thermometer to measure the temperature of boiling water? Select the option that correctly justifies your answer. Caution: Mercury is a toxic substance.,Physics,7,Heat,14454,16,-1.46633706879342,Physical Components of a Clinical thermometer,"Memorize the basic characteristics and differences of mean, median, and mode.",0.8125,80-90%,Remember,80-90%
Which one of the following shows the correct arrangement of the given numbers in descending order?     ,Mathematics,6,Knowing our numbers,8925,20,-1.38629436111989,Order of whole numbers (upto 9-digit numbers),Arrange a set of given whole numbers in ascending or descending order.,0.8,70-80%,Apply,70-80%
Which one of the following shows the correct arrangement of the given numbers in descending order?         ,Mathematics,6,Knowing our numbers,8918,10,-1.38629436111989,Order of whole numbers (upto 9-digit numbers),Arrange a set of given whole numbers in ascending or descending order.,0.8,70-80%,Apply,70-80%
"A chef needs 12,500 grams of tomatoes for his daily requirements. Which of the following expressions correctly shows the mass of tomatoes in kilograms?",Mathematics,6,Knowing our numbers,12984,5,-1.38629436111989,Conversion between different units of mass (in whole number),Solve problems involving the conversion of mass from one unit to another (units of metric system).,0.8,70-80%,Apply,70-80%
"Which expression best estimates the value of the expression 2,145 + 6,982?",Mathematics,6,Knowing our numbers,9308,10,-1.38629436111989,Estimation of sum/difference/product of numbers by rounding off,Explain the purpose of rounding off whole numbers in practical contexts.,0.8,70-80%,Understand,70-80%
What is the predecessor of 410?,Mathematics,6,Whole numbers,15310,10,-1.38629436111989,Predecessor of whole numbers,Investigate and explain the patterns and relationships found when determining the predecessor of whole numbers.,0.8,70-80%,Analyse,70-80%
Analyse the following statements and choose the true statement from them.,Mathematics,6,Playing with numbers,18405,5,-1.38629436111989,Perfect number,Describe the properties of multiple of a number,0.8,70-80%,Understand,70-80%
"Vicky writes some numbers given below on the blackboard.3, 28, 4 and 6Which of these numbers are not perfect numbers?",Mathematics,6,Playing with numbers,18403,5,-1.38629436111989,Perfect number,Describe the properties of multiple of a number,0.8,70-80%,Understand,30-40%
Which of the following numbers is a prime number?,Mathematics,6,Playing with numbers,9548,5,-1.38629436111989,Prime number,Describe the characteristics that distinguish a perfect number from other types of numbers,0.8,70-80%,Understand,70-80%
Which of the following numbers is a prime number?,Mathematics,6,Playing with numbers,9548,5,-1.38629436111989,Prime number,Describe the characteristics that distinguish a perfect number from other types of numbers,0.8,90-100%,Understand,70-80%
Which of the following numbers is a prime number?,Mathematics,6,Playing with numbers,9548,5,-1.38629436111989,Prime number,Describe the characteristics that distinguish a perfect number from other types of numbers,0.8,70-80%,Understand,70-80%
Which of the following would be an even number?,Mathematics,6,Playing with numbers,18452,5,-1.38629436111989,Even number,Define and list examples of composite numbers.,0.8,70-80%,Remember,70-80%
"The table below displays the names and prices of various items in rupees (₹):



Which of the listed items' price is divisible by 10?
",Mathematics,6,Playing with numbers,18466,5,-1.38629436111989,Test for divisibility by 10,Apply the rule for divisibility by 9 to determine if a number is divisible by 9 or not.,0.8,70-80%,Apply,70-80%
Which of the following statements is correct about representing objects as points in geometry?,Mathematics,6,Basic geometrical ideas,22295,5,-1.38629436111989,Definition of point,"Apply the concept of LCM to find the smallest common multiple among numbers, solving problems involving multiple occurrences",0.8,70-80%,Apply,70-80%
Which of the given statements is/are true?A. A triangle with all equal sides is known as a scalene triangle.B. A triangle with no equal sides is known as an equilateral triangle.,Mathematics,6,Understanding Elementary Shapes,2419,5,-1.38629436111989,Definition of an equilateral triangle,Measure the given angle using a protractor.,0.8,70-80%,Understand,70-80%
Identify the correct statement regarding a reflex angle from the following options.I:   An angle measuring 250° is a reflex angle.II:  A reflex angle is greater than the measure of a straight angle.III: A reflex angle is smaller than one-third of a full revolution,Mathematics,6,Understanding Elementary Shapes,23525,5,-1.38629436111989,Definition of a reflex angle,Describe why an acute angled triangle has all angles measuring less than 90 degrees and its properties.,0.8,70-80%,Understand,70-80%
"

Both figures consist of ____.",Mathematics,6,Understanding Elementary Shapes,23291,5,-1.38629436111989,Definition of a right triangle,Define a perpendicular bisector,0.8,70-80%,Remember,10-20%
A right-angled triangle is a ____.,Mathematics,6,Understanding Elementary Shapes,23269,15,-1.38629436111989,Definition of a right triangle,Analyse geometric figures to identify obtuse angles within them.,0.8,70-80%,Analyse,80-90%
A triangle having _________ is called a scalene triangle.,Mathematics,6,Understanding Elementary Shapes,20068,10,-1.38629436111989,Definition of a scalene triangle,Define a reflex angle.,0.8,70-80%,Remember,70-80%
Which equation should Rahul use to determine the successor of −7?,Mathematics,6,Integers,20707,15,-1.38629436111989,Successor of integers,Define integers and their characteristics.,0.8,70-80%,Remember,60-70%
Consider the two statements given below.Statement I: 2x − 9 is an equation.Statement II: 8x + 2 = 7x + 3 is an equation.Which of these statements is correct?,Mathematics,6,Algebra,18549,20,-1.38629436111989,Difference between equation and algebraic expression,"Create a bar graph based on given data, accurately selecting categories, scaling the axes and drawing bars.",0.8,70-80%,Apply,70-80%
"Naveen and Rekha are playing a game. They are writing numbers ranging from –20 to –1 on cards and placing them in a box. Each of them draws two cards randomly from the box and multiplies the numbers that appear. In the first attempt, Naveen draws –15 and –7, and Rekha draws –6 and –19. Whose product is greater, and by how much?",Mathematics,7,Integers,6712,5,-1.38629436111989,Multiplication of two integers,Differences between variables and constants.,0.8,70-80%,Apply,70-80%
